Date,iso3,CountryName,Region,CumulativePositive,CumulativeDeceased,CumulativeRecovered
2020-03-11,ESP,Spain,Canarias,37,0,0
2020-03-11,ESP,Spain,Cantabria,12,0,0
2020-03-11,ESP,Spain,Castilla y León,71,0,0
2020-03-11,ESP,Spain,Castilla-La Mancha,71,0,0
2020-03-11,ESP,Spain,Cataluña,156,3,0
2020-03-11,ESP,Spain,Comunidad de Madrid,1024,31,0
2020-03-11,ESP,Spain,Comunidad Foral de Navarra,46,0,0
2020-03-11,ESP,Spain,Comunidad Valenciana,65,1,0
2020-03-11,ESP,Spain,Extremadura,9,0,0
2020-03-11,ESP,Spain,Galicia,39,0,0
2020-03-11,ESP,Spain,Illes Balears,16,0,0
2020-03-11,ESP,Spain,La Rioja,179,2,0
2020-03-11,ESP,Spain,País Vasco,225,6,0
2020-03-11,ESP,Spain,Principado de Asturias,32,0,0
2020-03-11,ESP,Spain,Región de Murcia,11,0,0
2020-03-11,SWE,Sweden,Blekinge,1,0,0
2020-03-11,SWE,Sweden,Gävleborg,2,0,0
2020-03-11,SWE,Sweden,Halland,9,0,0
2020-03-11,SWE,Sweden,Jämtland,1,0,0
2020-03-11,SWE,Sweden,Jönköping,13,0,0
2020-03-11,SWE,Sweden,Kalmar,2,0,0
2020-03-11,SWE,Sweden,Kronoberg,1,0,0
2020-03-11,SWE,Sweden,Norrbotten,2,0,0
2020-03-11,SWE,Sweden,NOT SPECIFIED,0,1,0
2020-03-11,SWE,Sweden,Örebro,4,0,0
2020-03-11,SWE,Sweden,Skåne,60,0,0
2020-03-11,SWE,Sweden,Södermanland,1,0,0
2020-03-11,SWE,Sweden,Stockholm,235,0,0
2020-03-11,SWE,Sweden,Uppsala,12,0,0
2020-03-11,SWE,Sweden,Värmland,19,0,0
2020-03-11,SWE,Sweden,Västerbotten,8,0,0
2020-03-11,SWE,Sweden,Västernorrland,6,0,0
2020-03-11,SWE,Sweden,Västra Götaland,85,0,0
2020-03-11,CHE,Switzerland,Aargau,18,0,2
2020-03-11,CHE,Switzerland,Appenzell Ausserrhoden,2,0,0
2020-03-11,CHE,Switzerland,Basel City,49,0,4
2020-03-11,CHE,Switzerland,Basel Country,26,2,2
2020-03-11,CHE,Switzerland,Bern,34,0,0
2020-03-11,CHE,Switzerland,Fribourg,16,0,0
2020-03-11,CHE,Switzerland,Geneva,79,2,0
2020-03-11,CHE,Switzerland,Jura,6,0,0
2020-03-11,CHE,Switzerland,Liechtenstein,3,0,1
2020-03-11,CHE,Switzerland,Nidwalden,4,0,0
2020-03-11,CHE,Switzerland,Schaffhausen,2,0,0
2020-03-11,CHE,Switzerland,Solothurn,1,0,0
2020-03-11,CHE,Switzerland,St. Gallen,6,0,0
2020-03-11,CHE,Switzerland,Ticino,68,0,0
2020-03-11,CHE,Switzerland,Valais,22,0,3
2020-03-11,CHE,Switzerland,Vaud,108,1,0
2020-03-11,CHE,Switzerland,Zug,3,0,0
2020-03-11,CHE,Switzerland,Zurich,59,0,0
2020-03-11,TUR,Turkey,Turkey,1,0,0
2020-03-11,GBR,United Kingdom,Ayrshire and Arran,3,0,0
2020-03-11,GBR,United Kingdom,Borders,2,0,0
2020-03-11,GBR,United Kingdom,England,456,3,0
2020-03-11,GBR,United Kingdom,Fife,2,0,0
2020-03-11,GBR,United Kingdom,Forth Valley,2,0,0
2020-03-11,GBR,United Kingdom,Grampian,6,0,0
2020-03-11,GBR,United Kingdom,Greater Glasgow and Clyde,5,0,0
2020-03-11,GBR,United Kingdom,Lanarkshire,4,0,0
2020-03-11,GBR,United Kingdom,Lothian,8,0,0
2020-03-11,GBR,United Kingdom,Northern Ireland,18,0,0
2020-03-11,GBR,United Kingdom,Shetland,2,0,0
2020-03-11,GBR,United Kingdom,Tayside,2,0,0
2020-03-11,GBR,United Kingdom,Wales,15,0,0
2020-03-12,AND,Andorra,Andorra,1,0,0
2020-03-12,AUT,Austria,Burgenland,6,0,0
2020-03-12,AUT,Austria,Kärnten,3,0,0
2020-03-12,AUT,Austria,Niederösterreich,51,0,0
2020-03-12,AUT,Austria,Oberösterreich,58,0,0
2020-03-12,AUT,Austria,Salzburg,19,0,0
2020-03-12,AUT,Austria,Steiermark,33,0,0
2020-03-12,AUT,Austria,Tirol,109,0,0
2020-03-12,AUT,Austria,Vorarlberg,16,0,0
2020-03-12,AUT,Austria,Wien,66,0,0
2020-03-12,BLR,Belarus,Belarus,12,0,0
2020-03-12,BEL,Belgium,Brussels,56,0,0
2020-03-12,BEL,Belgium,Flanders,167,1,0
2020-03-12,BEL,Belgium,Wallonia,176,2,0
2020-03-12,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,3,0,0
2020-03-12,HRV,Croatia,Grad Zagreb,5,0,0
2020-03-12,HRV,Croatia,Istarska,2,0,0
2020-03-12,HRV,Croatia,Primorsko-Goranska,5,0,0
2020-03-12,HRV,Croatia,Varaždinska,4,0,0
2020-03-12,CYP,Cyprus,Cyprus,10,0,0
2020-03-12,DNK,Denmark,Faroe,2,0,0
2020-03-12,DNK,Denmark,Hovedstaden,260,0,0
2020-03-12,DNK,Denmark,Midtjylland,165,0,0
2020-03-12,DNK,Denmark,Nordjylland,36,0,0
2020-03-12,DNK,Denmark,Sjælland,77,0,0
2020-03-12,DNK,Denmark,Syddanmark,77,0,0
2020-03-12,EST,Estonia,Estonia,41,0,0
2020-03-12,FRA,France,Auvergne-Rhône-Alpes,329,0,0
2020-03-12,FRA,France,Bourgogne-Franche-Comté,219,0,0
2020-03-12,FRA,France,Bretagne,117,0,0
2020-03-12,FRA,France,Centre-Val de Loire,30,0,0
2020-03-12,FRA,France,Corse,64,0,0
2020-03-12,FRA,France,Grand Est,699,0,0
2020-03-12,FRA,France,Guyane,6,0,0
2020-03-12,FRA,France,Hauts-de-France,349,0,0
2020-03-12,FRA,France,Île-de-France,577,0,0
2020-03-12,FRA,France,La Réunion,3,0,0
2020-03-12,FRA,France,Martinique,4,0,0
2020-03-12,FRA,France,Normandie,68,0,0
2020-03-12,FRA,France,Nouvelle-Aquitaine,87,0,0
2020-03-12,FRA,France,Occitanie,133,0,0
2020-03-12,FRA,France,Pays de la Loire,41,0,0
2020-03-12,FRA,France,Provence-Alpes-Côte d'Azur,147,0,0
2020-03-12,DEU,Germany,Baden-Württemberg,454,1,0
2020-03-12,DEU,Germany,Bayern,500,1,0
2020-03-12,DEU,Germany,Berlin,137,0,0
2020-03-12,DEU,Germany,Brandenburg,30,0,0
2020-03-12,DEU,Germany,Bremen,38,0,0
2020-03-12,DEU,Germany,Hamburg,88,0,0
2020-03-12,DEU,Germany,Hessen,99,0,0
2020-03-12,DEU,Germany,Mecklenburg-Vorpommern,23,0,0
2020-03-12,DEU,Germany,Niedersachsen,129,0,0
2020-03-12,DEU,Germany,Nordrhein-Westfalen,688,3,0
2020-03-12,DEU,Germany,NOT SPECIFIED,0,0,616
2020-03-12,DEU,Germany,Rheinland-Pfalz,52,0,0
2020-03-12,DEU,Germany,Saarland,14,0,0
2020-03-12,DEU,Germany,Sachsen,45,0,0
2020-03-12,DEU,Germany,Sachsen-Anhalt,27,0,0
2020-03-12,DEU,Germany,Schleswig Holstein,31,0,0
2020-03-12,DEU,Germany,Thüringen,14,0,0
2020-03-12,GRC,Greece,NOT SPECIFIED,99,0,0
2020-03-12,HUN,Hungary,Hungary,15,0,0
2020-03-12,ITA,Italy,Abruzzo,84,2,4
2020-03-12,ITA,Italy,Basilicata,8,0,0
2020-03-12,ITA,Italy,Bolzano,104,1,0
2020-03-12,ITA,Italy,Calabria,33,0,1
2020-03-12,ITA,Italy,Campania,179,1,4
2020-03-12,ITA,Italy,Emilia-Romagna,1947,146,43
2020-03-12,ITA,Italy,Friuli Venezia Giulia,167,8,11
2020-03-12,ITA,Italy,Lazio,200,9,19
2020-03-12,ITA,Italy,Liguria,274,11,20
2020-03-12,ITA,Italy,Lombardia,8725,744,1085
2020-03-12,ITA,Italy,Marche,592,22,0
2020-03-12,ITA,Italy,Molise,16,0,0
2020-03-12,ITA,Italy,Piemonte,580,26,0
2020-03-12,ITA,Italy,Puglia,104,5,1
2020-03-12,ITA,Italy,Sardegna,39,0,0
2020-03-12,ITA,Italy,Sicilia,115,2,2
2020-03-12,ITA,Italy,Toscana,364,5,7
2020-03-12,ITA,Italy,Trento,107,1,4
2020-03-12,ITA,Italy,Umbria,64,0,2
2020-03-12,ITA,Italy,Valle d'Aosta,27,1,0
2020-03-12,ITA,Italy,Veneto,1384,32,55
2020-03-12,LVA,Latvia,Latvia,8,0,0
2020-03-12,LIE,Liechtenstein,Liechtenstein,3,0,0
2020-03-12,LTU,Lithuania,Lithuania,3,0,0
2020-03-12,MLT,Malta,Malta,12,0,0
2020-03-12,MDA,Moldova,Moldova,3,0,0
2020-03-12,NLD,Netherlands,Drenthe,13,0,0
2020-03-12,NLD,Netherlands,Flevoland,3,0,0
2020-03-12,NLD,Netherlands,Friesland,6,0,0
2020-03-12,NLD,Netherlands,Gelderland,48,0,0
2020-03-12,NLD,Netherlands,Groningen,3,0,0
2020-03-12,NLD,Netherlands,Limburg,53,0,0
2020-03-12,NLD,Netherlands,North Brabant,266,0,0
2020-03-12,NLD,Netherlands,North Holland,43,0,0
2020-03-12,NLD,Netherlands,NOT SPECIFIED,12,0,0
2020-03-12,NLD,Netherlands,Overijssel,13,0,0
2020-03-12,NLD,Netherlands,South Holland,65,0,0
2020-03-12,NLD,Netherlands,Utrecht,80,0,0
2020-03-12,NLD,Netherlands,Zeeland,9,0,0
2020-03-12,PRT,Portugal,Algarve,5,0,0
2020-03-12,PRT,Portugal,Centro,5,0,0
2020-03-12,PRT,Portugal,Lisbon,23,0,0
2020-03-12,PRT,Portugal,Norte,45,0,0
2020-03-12,SRB,Serbia,Serbia,24,0,0
2020-03-12,SVK,Slovakia,Bratislava,16,0,0
2020-03-12,SVK,Slovakia,Košice,1,0,0
2020-03-12,SVK,Slovakia,Prešov,1,0,0
2020-03-12,SVK,Slovakia,Trencín,2,0,0
2020-03-12,SVK,Slovakia,Zilina,1,0,0
2020-03-12,SVN,Slovenia,Slovenia,31,0,0
2020-03-12,ESP,Spain,Andalucía,115,0,0
2020-03-12,ESP,Spain,Aragón,64,6,0
2020-03-12,ESP,Spain,Canarias,51,0,0
2020-03-12,ESP,Spain,Cantabria,16,0,0
2020-03-12,ESP,Spain,Castilla y León,92,0,0
2020-03-12,ESP,Spain,Castilla-La Mancha,115,1,0
2020-03-12,ESP,Spain,Cataluña,260,4,0
2020-03-12,ESP,Spain,Comunidad de Madrid,1388,56,0
2020-03-12,ESP,Spain,Comunidad Foral de Navarra,73,0,0
2020-03-12,ESP,Spain,Comunidad Valenciana,76,1,0
2020-03-12,ESP,Spain,Extremadura,19,1,0
2020-03-12,ESP,Spain,Galicia,35,0,0
2020-03-12,ESP,Spain,Illes Balears,22,1,0
2020-03-12,ESP,Spain,La Rioja,205,2,0
2020-03-12,ESP,Spain,País Vasco,346,11,0
2020-03-12,ESP,Spain,Principado de Asturias,47,1,0
2020-03-12,ESP,Spain,Región de Murcia,26,0,0
2020-03-12,SWE,Sweden,NOT SPECIFIED,0,1,0
2020-03-12,CHE,Switzerland,Aargau,27,0,3
2020-03-12,CHE,Switzerland,Appenzell Ausserrhoden,5,0,0
2020-03-12,CHE,Switzerland,Basel City,73,1,4
2020-03-12,CHE,Switzerland,Basel Country,26,2,2
2020-03-12,CHE,Switzerland,Bern,34,0,0
2020-03-12,CHE,Switzerland,Fribourg,22,0,0
2020-03-12,CHE,Switzerland,Geneva,108,2,0
2020-03-12,CHE,Switzerland,Jura,9,0,0
2020-03-12,CHE,Switzerland,Liechtenstein,3,0,1
2020-03-12,CHE,Switzerland,Nidwalden,4,0,0
2020-03-12,CHE,Switzerland,Schaffhausen,15,0,0
2020-03-12,CHE,Switzerland,Solothurn,1,0,0
2020-03-12,CHE,Switzerland,St. Gallen,6,0,0
2020-03-12,CHE,Switzerland,Ticino,180,0,0
2020-03-12,CHE,Switzerland,Uri,2,0,0
2020-03-12,CHE,Switzerland,Valais,30,0,3
2020-03-12,CHE,Switzerland,Vaud,156,1,0
2020-03-12,CHE,Switzerland,Zug,3,0,0
2020-03-12,CHE,Switzerland,Zurich,92,0,0
2020-03-12,TUR,Turkey,Turkey,1,0,0
2020-03-12,GBR,United Kingdom,Ayrshire and Arran,3,0,0
2020-03-12,GBR,United Kingdom,Borders,2,0,0
2020-03-12,GBR,United Kingdom,England,456,3,0
2020-03-12,GBR,United Kingdom,Fife,2,0,0
2020-03-12,GBR,United Kingdom,Forth Valley,2,0,0
2020-03-12,GBR,United Kingdom,Grampian,6,0,0
2020-03-12,GBR,United Kingdom,Greater Glasgow and Clyde,5,0,0
2020-03-12,GBR,United Kingdom,Lanarkshire,4,0,0
2020-03-12,GBR,United Kingdom,Lothian,8,0,0
2020-03-12,GBR,United Kingdom,Northern Ireland,18,0,0
2020-03-12,GBR,United Kingdom,Shetland,2,0,0
2020-03-12,GBR,United Kingdom,Tayside,2,0,0
2020-03-12,GBR,United Kingdom,Wales,15,0,0
2020-03-13,ALB,Albania,Tiranë,23,0,0
2020-03-13,AND,Andorra,Andorra,1,0,0
2020-03-13,AUT,Austria,Burgenland,6,0,0
2020-03-13,AUT,Austria,Kärnten,4,0,0
2020-03-13,AUT,Austria,Niederösterreich,63,0,0
2020-03-13,AUT,Austria,Oberösterreich,68,0,0
2020-03-13,AUT,Austria,Salzburg,20,0,0
2020-03-13,AUT,Austria,Steiermark,44,0,0
2020-03-13,AUT,Austria,Tirol,132,0,0
2020-03-13,AUT,Austria,Vorarlberg,17,0,0
2020-03-13,AUT,Austria,Wien,74,0,0
2020-03-13,BLR,Belarus,Belarus,12,0,0
2020-03-13,BEL,Belgium,Brussels,66,0,0
2020-03-13,BEL,Belgium,Flanders,230,0,0
2020-03-13,BEL,Belgium,NOT SPECIFIED,6,0,0
2020-03-13,BEL,Belgium,Wallonia,260,0,0
2020-03-13,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,3,0,0
2020-03-13,HRV,Croatia,Grad Zagreb,10,0,0
2020-03-13,HRV,Croatia,Istarska,2,0,0
2020-03-13,HRV,Croatia,Primorsko-Goranska,8,0,0
2020-03-13,HRV,Croatia,Sisačko-moslavačka,1,0,0
2020-03-13,HRV,Croatia,Varaždinska,4,0,0
2020-03-13,CYP,Cyprus,Cyprus,10,0,0
2020-03-13,DNK,Denmark,Faroe,3,0,0
2020-03-13,DNK,Denmark,Hovedstaden,325,0,0
2020-03-13,DNK,Denmark,Midtjylland,176,0,0
2020-03-13,DNK,Denmark,Nordjylland,46,0,0
2020-03-13,DNK,Denmark,Sjælland,105,0,0
2020-03-13,DNK,Denmark,Syddanmark,133,0,0
2020-03-13,EST,Estonia,Estonia,109,0,0
2020-03-13,FRA,France,Auvergne-Rhône-Alpes,416,0,0
2020-03-13,FRA,France,Bourgogne-Franche-Comté,272,0,0
2020-03-13,FRA,France,Bretagne,155,0,0
2020-03-13,FRA,France,Centre-Val de Loire,33,0,0
2020-03-13,FRA,France,Corse,85,0,0
2020-03-13,FRA,France,Grand Est,911,0,0
2020-03-13,FRA,France,Guadeloupe,1,0,0
2020-03-13,FRA,France,Guyane,6,0,0
2020-03-13,FRA,France,Hauts-de-France,397,0,0
2020-03-13,FRA,France,Île-de-France,721,0,0
2020-03-13,FRA,France,La Réunion,5,0,0
2020-03-13,FRA,France,Martinique,6,0,0
2020-03-13,FRA,France,Normandie,97,0,0
2020-03-13,FRA,France,Nouvelle-Aquitaine,114,0,0
2020-03-13,FRA,France,Occitanie,172,0,0
2020-03-13,FRA,France,Pays de la Loire,55,0,0
2020-03-13,FRA,France,Provence-Alpes-Côte d'Azur,212,0,0
2020-03-13,DEU,Germany,Baden-Württemberg,454,1,0
2020-03-13,DEU,Germany,Bayern,558,1,0
2020-03-13,DEU,Germany,Berlin,174,0,0
2020-03-13,DEU,Germany,Brandenburg,44,0,0
2020-03-13,DEU,Germany,Bremen,42,0,0
2020-03-13,DEU,Germany,Hamburg,99,0,0
2020-03-13,DEU,Germany,Hessen,148,0,0
2020-03-13,DEU,Germany,Mecklenburg-Vorpommern,33,0,0
2020-03-13,DEU,Germany,Niedersachsen,230,0,0
2020-03-13,DEU,Germany,Nordrhein-Westfalen,936,3,0
2020-03-13,DEU,Germany,NOT SPECIFIED,0,0,783
2020-03-13,DEU,Germany,Rheinland-Pfalz,102,0,0
2020-03-13,DEU,Germany,Saarland,40,0,0
2020-03-13,DEU,Germany,Sachsen,83,0,0
2020-03-13,DEU,Germany,Sachsen-Anhalt,42,0,0
2020-03-13,DEU,Germany,Schleswig Holstein,48,0,0
2020-03-13,DEU,Germany,Thüringen,29,0,0
2020-03-13,GRC,Greece,Achaea,19,0,0
2020-03-13,GRC,Greece,Athens,36,0,0
2020-03-13,GRC,Greece,East Attica,5,0,0
2020-03-13,GRC,Greece,Elis,31,1,0
2020-03-13,GRC,Greece,Euboea,1,0,0
2020-03-13,GRC,Greece,Heraklion,3,0,0
2020-03-13,GRC,Greece,Kastoria,9,0,0
2020-03-13,GRC,Greece,Kozani,1,0,0
2020-03-13,GRC,Greece,Lesbos,1,0,0
2020-03-13,GRC,Greece,Pireas,1,0,0
2020-03-13,GRC,Greece,Serron,7,0,0
2020-03-13,GRC,Greece,Tessaloniki,8,0,0
2020-03-13,GRC,Greece,Zakynthos,4,0,0
2020-03-13,HUN,Hungary,Hungary,18,0,0
2020-03-13,IRL,Ireland,Ireland,70,1,0
2020-03-13,ITA,Italy,Abruzzo,89,2,4
2020-03-13,ITA,Italy,Basilicata,10,0,0
2020-03-13,ITA,Italy,Bolzano,125,2,0
2020-03-13,ITA,Italy,Calabria,38,0,1
2020-03-13,ITA,Italy,Campania,220,2,5
2020-03-13,ITA,Italy,Emilia-Romagna,2263,201,51
2020-03-13,ITA,Italy,Friuli Venezia Giulia,257,10,11
2020-03-13,ITA,Italy,Lazio,277,11,24
2020-03-13,ITA,Italy,Liguria,345,17,24
2020-03-13,ITA,Italy,Lombardia,9820,890,1198
2020-03-13,ITA,Italy,Marche,725,27,0
2020-03-13,ITA,Italy,Molise,17,0,0
2020-03-13,ITA,Italy,Piemonte,840,46,0
2020-03-13,ITA,Italy,Puglia,129,5,3
2020-03-13,ITA,Italy,Sardegna,43,0,0
2020-03-13,ITA,Italy,Sicilia,130,2,2
2020-03-13,ITA,Italy,Toscana,470,5,10
2020-03-13,ITA,Italy,Trento,163,2,4
2020-03-13,ITA,Italy,Umbria,76,1,2
2020-03-13,ITA,Italy,Valle d'Aosta,28,1,0
2020-03-13,ITA,Italy,Veneto,1595,42,100
2020-03-13,LVA,Latvia,Latvia,17,0,0
2020-03-13,LIE,Liechtenstein,Liechtenstein,4,0,0
2020-03-13,LTU,Lithuania,Lithuania,3,0,0
2020-03-13,MLT,Malta,Malta,12,0,0
2020-03-13,MDA,Moldova,Moldova,6,0,0
2020-03-13,NLD,Netherlands,Drenthe,13,0,0
2020-03-13,NLD,Netherlands,Flevoland,7,0,0
2020-03-13,NLD,Netherlands,Friesland,7,0,0
2020-03-13,NLD,Netherlands,Gelderland,64,0,0
2020-03-13,NLD,Netherlands,Groningen,4,0,0
2020-03-13,NLD,Netherlands,Limburg,67,0,0
2020-03-13,NLD,Netherlands,North Brabant,360,0,0
2020-03-13,NLD,Netherlands,North Holland,64,0,0
2020-03-13,NLD,Netherlands,NOT SPECIFIED,27,0,0
2020-03-13,NLD,Netherlands,Overijssel,18,0,0
2020-03-13,NLD,Netherlands,South Holland,81,0,0
2020-03-13,NLD,Netherlands,Utrecht,83,0,0
2020-03-13,NLD,Netherlands,Zeeland,9,0,0
2020-03-13,NOR,Norway,Agder,19,0,0
2020-03-13,NOR,Norway,Innlandet,16,0,0
2020-03-13,NOR,Norway,Møre og Romsdal,5,0,0
2020-03-13,NOR,Norway,Nordland,3,0,0
2020-03-13,NOR,Norway,NOT SPECIFIED,212,0,0
2020-03-13,NOR,Norway,Oslo,51,0,0
2020-03-13,NOR,Norway,Rogaland,33,0,0
2020-03-13,NOR,Norway,Troms og Finnmark,6,0,0
2020-03-13,NOR,Norway,Trøndelag,22,0,0
2020-03-13,NOR,Norway,Vestfold og Telemark,5,0,0
2020-03-13,NOR,Norway,Vestland,31,0,0
2020-03-13,NOR,Norway,Viken,86,0,0
2020-03-13,PRT,Portugal,Algarve,5,0,0
2020-03-13,PRT,Portugal,Centro,5,0,0
2020-03-13,PRT,Portugal,Estrageiro,1,0,0
2020-03-13,PRT,Portugal,Lisbon,23,0,0
2020-03-13,PRT,Portugal,Norte,44,0,0
2020-03-13,SMR,San Marino,San Marino,66,3,0
2020-03-13,SRB,Serbia,Serbia,35,0,0
2020-03-13,SVK,Slovakia,Banská Bystrica,1,0,0
2020-03-13,SVK,Slovakia,Bratislava,18,0,0
2020-03-13,SVK,Slovakia,Košice,3,0,0
2020-03-13,SVK,Slovakia,Prešov,1,0,0
2020-03-13,SVK,Slovakia,Trencín,2,0,0
2020-03-13,SVK,Slovakia,Trnava,1,0,0
2020-03-13,SVK,Slovakia,Zilina,6,0,0
2020-03-13,SVN,Slovenia,Slovenia,89,0,0
2020-03-13,ESP,Spain,Andalucía,219,0,0
2020-03-13,ESP,Spain,Aragón,80,7,0
2020-03-13,ESP,Spain,Canarias,70,0,0
2020-03-13,ESP,Spain,Cantabria,29,0,0
2020-03-13,ESP,Spain,Castilla y León,169,1,0
2020-03-13,ESP,Spain,Castilla-La Mancha,194,5,0
2020-03-13,ESP,Spain,Cataluña,316,4,0
2020-03-13,ESP,Spain,Ciudad Autónoma de Melilla,2,0,0
2020-03-13,ESP,Spain,Comunidad de Madrid,1990,81,0
2020-03-13,ESP,Spain,Comunidad Foral de Navarra,130,0,0
2020-03-13,ESP,Spain,Comunidad Valenciana,94,1,0
2020-03-13,ESP,Spain,Extremadura,39,1,0
2020-03-13,ESP,Spain,Galicia,85,0,0
2020-03-13,ESP,Spain,Illes Balears,30,1,0
2020-03-13,ESP,Spain,La Rioja,243,2,0
2020-03-13,ESP,Spain,País Vasco,417,14,0
2020-03-13,ESP,Spain,Principado de Asturias,67,1,0
2020-03-13,ESP,Spain,Región de Murcia,35,0,0
2020-03-13,SWE,Sweden,Blekinge,6,0,0
2020-03-13,SWE,Sweden,Dalarna,1,0,0
2020-03-13,SWE,Sweden,Gävleborg,3,0,0
2020-03-13,SWE,Sweden,Gotland,2,0,0
2020-03-13,SWE,Sweden,Halland,19,0,0
2020-03-13,SWE,Sweden,Jämtland,3,0,0
2020-03-13,SWE,Sweden,Jönköping,26,0,0
2020-03-13,SWE,Sweden,Kalmar,3,0,0
2020-03-13,SWE,Sweden,Kronoberg,8,0,0
2020-03-13,SWE,Sweden,Norrbotten,5,0,0
2020-03-13,SWE,Sweden,NOT SPECIFIED,0,2,0
2020-03-13,SWE,Sweden,Örebro,5,0,0
2020-03-13,SWE,Sweden,Östergötland,1,0,0
2020-03-13,SWE,Sweden,Skåne,97,0,0
2020-03-13,SWE,Sweden,Södermanland,7,0,0
2020-03-13,SWE,Sweden,Stockholm,267,0,0
2020-03-13,SWE,Sweden,Uppsala,15,0,0
2020-03-13,SWE,Sweden,Värmland,22,0,0
2020-03-13,SWE,Sweden,Västerbotten,8,0,0
2020-03-13,SWE,Sweden,Västernorrland,6,0,0
2020-03-13,SWE,Sweden,Västra Götaland,116,0,0
2020-03-13,CHE,Switzerland,Aargau,32,0,3
2020-03-13,CHE,Switzerland,Appenzell Ausserrhoden,5,0,0
2020-03-13,CHE,Switzerland,Basel City,92,1,4
2020-03-13,CHE,Switzerland,Basel Country,42,2,2
2020-03-13,CHE,Switzerland,Bern,34,0,0
2020-03-13,CHE,Switzerland,Fribourg,29,0,0
2020-03-13,CHE,Switzerland,Geneva,173,2,0
2020-03-13,CHE,Switzerland,Jura,10,0,0
2020-03-13,CHE,Switzerland,Liechtenstein,3,0,1
2020-03-13,CHE,Switzerland,Nidwalden,4,0,0
2020-03-13,CHE,Switzerland,Obwalden,1,0,0
2020-03-13,CHE,Switzerland,Schaffhausen,15,0,0
2020-03-13,CHE,Switzerland,Solothurn,1,0,0
2020-03-13,CHE,Switzerland,St. Gallen,9,0,0
2020-03-13,CHE,Switzerland,Ticino,258,0,0
2020-03-13,CHE,Switzerland,Uri,2,0,0
2020-03-13,CHE,Switzerland,Valais,53,0,3
2020-03-13,CHE,Switzerland,Vaud,204,2,5
2020-03-13,CHE,Switzerland,Zug,13,0,0
2020-03-13,CHE,Switzerland,Zurich,140,0,0
2020-03-13,TUR,Turkey,Turkey,5,0,0
2020-03-13,UKR,Ukraine,Chernivtsi,2,0,0
2020-03-13,UKR,Ukraine,Zhytomyr,1,0,0
2020-03-13,GBR,United Kingdom,Ayrshire and Arran,4,0,0
2020-03-13,GBR,United Kingdom,Borders,2,0,0
2020-03-13,GBR,United Kingdom,England,590,8,0
2020-03-13,GBR,United Kingdom,Fife,3,0,0
2020-03-13,GBR,United Kingdom,Forth Valley,6,0,0
2020-03-13,GBR,United Kingdom,Grampian,7,0,0
2020-03-13,GBR,United Kingdom,Greater Glasgow and Clyde,10,0,0
2020-03-13,GBR,United Kingdom,Lanarkshire,7,0,0
2020-03-13,GBR,United Kingdom,Lothian,11,0,0
2020-03-13,GBR,United Kingdom,Northern Ireland,20,0,0
2020-03-13,GBR,United Kingdom,Shetland,6,0,0
2020-03-13,GBR,United Kingdom,Tayside,4,0,0
2020-03-13,GBR,United Kingdom,Wales,25,0,0
2020-03-14,AUT,Austria,Burgenland,10,0,0
2020-03-14,AUT,Austria,Kärnten,5,0,0
2020-03-14,AUT,Austria,Niederösterreich,82,0,0
2020-03-14,AUT,Austria,Oberösterreich,116,0,0
2020-03-14,AUT,Austria,Salzburg,30,0,0
2020-03-14,AUT,Austria,Steiermark,71,0,0
2020-03-14,AUT,Austria,Tirol,206,0,0
2020-03-14,AUT,Austria,Vorarlberg,34,0,0
2020-03-14,AUT,Austria,Wien,101,0,0
2020-03-14,BEL,Belgium,Brussels,72,0,0
2020-03-14,BEL,Belgium,Flanders,350,0,0
2020-03-14,BEL,Belgium,Wallonia,267,0,0
2020-03-14,CYP,Cyprus,Cyprus,26,0,0
2020-03-14,DNK,Denmark,Faroe,10,0,0
2020-03-14,DNK,Denmark,Mainland,830,0,0
2020-03-14,FRA,France,Auvergne-Rhône-Alpes,454,0,0
2020-03-14,FRA,France,Bourgogne-Franche-Comté,339,0,0
2020-03-14,FRA,France,Bretagne,182,0,0
2020-03-14,FRA,France,Centre-Val de Loire,54,0,0
2020-03-14,FRA,France,Corse,106,0,0
2020-03-14,FRA,France,Grand Est,1085,0,0
2020-03-14,FRA,France,Guadeloupe,3,0,0
2020-03-14,FRA,France,Guyane,7,0,0
2020-03-14,FRA,France,Hauts-de-France,466,0,0
2020-03-14,FRA,France,Île-de-France,949,0,0
2020-03-14,FRA,France,La Réunion,6,0,0
2020-03-14,FRA,France,Martinique,10,0,0
2020-03-14,FRA,France,Mayotte,1,0,0
2020-03-14,FRA,France,Normandie,127,0,0
2020-03-14,FRA,France,Nouvelle-Aquitaine,130,0,0
2020-03-14,FRA,France,Occitanie,214,0,0
2020-03-14,FRA,France,Pays de la Loire,82,0,0
2020-03-14,FRA,France,Provence-Alpes-Côte d'Azur,281,0,0
2020-03-14,DEU,Germany,Baden-Württemberg,569,2,0
2020-03-14,DEU,Germany,Bayern,681,1,0
2020-03-14,DEU,Germany,Berlin,216,0,0
2020-03-14,DEU,Germany,Brandenburg,61,0,0
2020-03-14,DEU,Germany,Bremen,50,0,0
2020-03-14,DEU,Germany,Hamburg,158,0,0
2020-03-14,DEU,Germany,Hessen,203,0,0
2020-03-14,DEU,Germany,Mecklenburg-Vorpommern,45,0,0
